Order Date,Product Name,Sales,Quantity,State
29/04/2024,Queso brie,3186.0,531,California
25/01/2024,Leche condensada,1430.0,572,Florida
04/08/2024,Cuajada,1570.8,714,Texas
12/04/2024,Queso crema,2503.2,894,Florida
29/03/2024,Crema agria,990.0,396,California
20/03/2024,Leche semidescremada,358.8,299,Massachusetts
01/02/2024,Mantequilla clarificada (ghee),2006.75,349,California
26/07/2024,Leche evaporada,876.3,381,Massachusetts
23/06/2024,Mantequilla con sal,988.0,247,Florida
28/03/2024,Mantequilla clarificada (ghee),350.75,61,Nueva York
27/12/2024,Mantequilla sin sal,3225.6,768,Nueva York
26/09/2024,Queso parmesano,1881.6,392,Florida
17/05/2024,Queso azul roquefort,1606.25,257,Massachusetts
11/08/2024,Queso crema,1657.6,592,Florida
29/11/2024,Mantequilla sin sal,1604.4,382,Florida
08/10/2024,Queso en lonchas,1273.0,335,Massachusetts
23/03/2024,Cuajada,1698.4,772,Massachusetts
05/09/2024,Leche entera,495.0,396,California
06/08/2024,Suero de leche,1426.0,713,Nueva York
25/04/2024,Leche deslactosada,336.6,396,California
27/09/2024,Helado,178.5,42,California
06/12/2024,Queso ricota,2908.0,727,California
21/03/2024,Mantequilla sin sal,739.2,176,Florida
06/10/2024,Queso crema,1288.0,460,Nueva York
18/03/2024,Mantequilla clarificada (ghee),5370.5,934,Massachusetts
19/03/2024,Mantequilla con sal,1252.0,313,Massachusetts
08/10/2024,Leche en polvo,5170.0,940,California
11/10/2024,Crema batida,877.5,234,Texas
12/01/2024,Mantequilla sin sal,1806.0,430,Florida
18/03/2024,Kumis,1752.5,701,Massachusetts
19/02/2024,Leche condensada,1870.0,748,Massachusetts
09/08/2024,Queso parmesano,1944.0,405,Florida
10/11/2024,Yogur natural,3248.0,928,Nueva York
07/08/2024,Mantequilla clarificada (ghee),5180.75,901,Nueva York
14/10/2024,Yogur griego,1225.5,817,Texas
18/06/2024,Suero de leche,360.0,180,California
22/05/2024,Dulce de leche,2604.0,868,California
06/11/2024,Queso ricota,2712.0,678,Texas
07/04/2024,Yogur griego,403.5,269,Texas
23/01/2024,Cuajada,1971.2,896,Texas
02/06/2024,Kumis,2310.0,924,California
31/07/2024,Leche entera,75.0,60,Texas
11/12/2024,Helado,3374.5,794,California
16/03/2024,Crema de leche,5684.51,949,California
23/02/2024,Crema batida,397.5,106,Massachusetts
27/09/2024,Mantequilla clarificada (ghee),563.5,98,Texas
28/12/2024,Queso edam,3648.0,768,California
08/06/2024,Helado,204.0,48,Nueva York
09/12/2024,Mantequilla sin sal,3385.2,806,Texas
07/03/2024,Cuajada,2092.2,951,Massachusetts
28/11/2024,Mantequilla clarificada (ghee),3289.0,572,Texas
01/06/2024,Yogur natural,2824.5,807,Texas
16/04/2024,Mantequilla sin sal,3746.4,892,Texas
20/06/2024,Yogur natural,3157.0,902,Florida
13/12/2024,Mantequilla clarificada (ghee),1454.75,253,Massachusetts
28/04/2024,Kumis,2240.0,896,Nueva York
02/10/2024,Mantequilla clarificada (ghee),3731.75,649,Nueva York
02/10/2024,Mantequilla con sal,1252.0,313,Nueva York
19/07/2024,Yogur natural,402.0,402,Nueva York
16/06/2024,Queso crema,1772.4,633,California
22/03/2024,Leche semidescremada,466.2,666,California
18/10/2024,Mantequilla con sal,2968.0,742,California
10/01/2024,Crema de leche,263.56,44,Florida
26/12/2024,Mantequilla clarificada (ghee),3174.0,552,Nueva York
25/06/2024,Crema agria,737.5,295,Florida
05/02/2024,Crema batida,1533.75,409,Florida
10/03/2024,Crema de leche,3689.84,616,Nueva York
07/11/2024,Yogur griego,1071.0,714,Florida
27/03/2024,Cuajada,1997.6,908,Massachusetts
26/06/2024,Bebidas lácteas,1280.0,640,Massachusetts
11/08/2024,Crema batida,1117.5,298,Florida
10/02/2024,Crema batida,1635.0,436,Massachusetts
07/11/2024,Yogur griego,430.5,287,Texas
14/12/2024,Queso brie,864.0,144,Massachusetts
15/10/2024,Kumis,1337.5,535,Massachusetts
10/04/2024,Suero de leche,688.0,344,Florida
30/05/2024,Leche deslactosada,258.7,199,Massachusetts
02/07/2024,Crema batida,90.0,24,Massachusetts
11/03/2024,Helado,131.75,31,Nueva York
26/08/2024,Leche saborizada,1263.0,842,Nueva York
18/12/2024,Crema de leche,3797.66,634,Nueva York
07/03/2024,Dulce de leche,1491.0,497,Florida
06/10/2024,Crema de leche,1491.51,249,California
11/01/2024,Dulce de leche,129.0,43,Florida
14/03/2024,Helado,1916.75,451,Massachusetts
14/04/2024,Crema batida,2145.0,572,Texas
23/11/2024,Queso para untar,2268.8,709,Nueva York
07/07/2024,Crema batida,975.0,260,Texas
14/10/2024,Leche condensada,1542.5,617,California
23/11/2024,Mantequilla clarificada (ghee),1397.25,243,Florida
22/08/2024,Leche semidescremada,253.4,362,Florida
14/10/2024,Helado,2809.25,661,Florida
29/07/2024,Queso gruyere,2832.5,515,Florida
11/11/2024,Leche entera,141.75,189,Nueva York
24/02/2024,Leche saborizada,108.0,108,Texas
19/05/2024,Yogur griego,1234.5,823,Texas
10/11/2024,Bebidas lácteas,45.6,38,Texas
20/08/2024,Queso gouda,2979.0,662,Nueva York
30/01/2024,Queso parmesano,1920.0,400,Massachusetts
24/01/2024,Kumis,865.0,346,Florida
01/03/2024,Crema de leche,3456.23,577,Massachusetts
17/04/2024,Crema agria,2450.0,980,Massachusetts
06/04/2024,Kumis,417.5,167,Florida
21/10/2024,Yogur con frutas,747.6,623,Florida
29/01/2024,Crema de leche,1036.27,173,Massachusetts
11/08/2024,Queso crema,142.8,51,Texas
14/07/2024,Queso crema,2074.8,741,Nueva York
26/10/2024,Kumis,1370.0,548,Massachusetts
16/05/2024,Crema agria,1050.0,420,California
03/08/2024,Helado,666.0,444,California
02/03/2024,Cuajada,919.6,418,Massachusetts
08/08/2024,Leche condensada,1667.5,667,Texas
30/05/2024,Cuajada,2068.0,940,Florida
16/06/2024,Leche entera,438.0,584,California
06/09/2024,Mantequilla con sal,1020.0,255,California
25/06/2024,Mantequilla sin sal,1533.0,365,Texas
30/08/2024,Queso crema,644.0,230,Nueva York
11/12/2024,Suero de leche,158.0,79,Massachusetts
04/10/2024,Crema agria,295.0,118,Massachusetts
15/01/2024,Yogur griego,645.0,430,Massachusetts
14/09/2024,Queso gouda,585.0,130,California
06/01/2024,Helado,1296.25,305,Nueva York
31/03/2024,Bebidas lácteas,52.0,26,Massachusetts
03/07/2024,Mantequilla sin sal,88.2,21,Nueva York
18/09/2024,Leche deslactosada,194.65,229,Florida
06/02/2024,Mantequilla sin sal,1701.0,405,Texas
21/02/2024,Queso edam,646.0,136,Florida
05/07/2024,Helado,1912.5,450,Massachusetts
12/06/2024,Cuajada,618.2,281,Massachusetts
13/01/2024,Leche entera,2964.5,847,Nueva York
22/03/2024,Yogur con frutas,636.0,530,Florida
16/11/2024,Crema agria,187.5,75,Florida
25/08/2024,Dulce de leche,1707.0,569,California
14/02/2024,Mantequilla sin sal,2549.4,607,California
03/11/2024,Mantequilla sin sal,147.0,35,Massachusetts
18/07/2024,Queso brie,528.0,88,Florida
12/01/2024,Queso en lonchas,1056.4,278,Texas
19/11/2024,Dulce de leche,123.0,41,California
17/09/2024,Queso azul gorgonzola,258.0,43,Nueva York
01/12/2024,Yogur con frutas,898.8,749,Florida
12/09/2024,Kumis,2172.5,869,Florida
24/03/2024,Leche descremada,426.4,656,Texas
09/12/2024,Cuajada,1999.8,909,Massachusetts
09/05/2024,Leche evaporada,1156.9,503,Texas
20/03/2024,Leche deslactosada,1284.4,988,California
16/02/2024,Mantequilla con sal,3780.0,945,Nueva York
29/08/2024,Crema agria,375.0,150,Florida
20/07/2024,Mantequilla con sal,3788.0,947,Nueva York
11/08/2024,Mantequilla con sal,2780.0,695,Texas
07/04/2024,Leche condensada,592.5,237,Massachusetts
30/10/2024,Dulce de leche,2451.0,817,Florida
02/02/2024,Leche evaporada,2258.6,982,Massachusetts
21/04/2024,Dulce de leche,1110.0,370,California
27/11/2024,Yogur griego,636.0,424,Nueva York
23/12/2024,Leche saborizada,1111.5,741,Florida
06/03/2024,Suero de leche,882.0,441,Florida
01/06/2024,Mantequilla sin sal,1180.2,281,Texas
02/10/2024,Dulce de leche,666.0,222,Massachusetts
31/08/2024,Queso cheddar añejo,345.0,69,California
21/09/2024,Leche descremada,637.65,981,Massachusetts
04/11/2024,Crema agria,1100.0,440,California
15/05/2024,Queso gruyere,451.0,82,Massachusetts
22/09/2024,Leche entera,2544.5,727,Texas
19/01/2024,Dulce de leche,441.0,147,California
14/01/2024,Mantequilla clarificada (ghee),2392.0,416,Florida
08/04/2024,Crema batida,352.5,94,Florida
04/11/2024,Mantequilla clarificada (ghee),902.75,157,Florida
28/12/2024,Yogur natural,580.0,580,Florida
22/04/2024,Mantequilla sin sal,1512.0,360,Florida
16/03/2024,Mantequilla clarificada (ghee),3335.0,580,Texas
12/09/2024,Queso brie,4494.0,749,Florida
08/04/2024,Leche saborizada,693.0,693,Massachusetts
03/06/2024,Dulce de leche,2826.0,942,Massachusetts
23/08/2024,Suero de leche,1230.0,615,Texas
02/01/2024,Yogur natural,614.0,614,California
24/03/2024,Yogur natural,213.5,61,Florida
13/04/2024,Leche evaporada,230.0,100,Texas
05/09/2024,Queso gruyere,522.5,95,Florida
07/03/2024,Helado,4037.5,950,Nueva York
29/09/2024,Queso crema,767.2,274,Texas
10/11/2024,Cuajada,2173.6,988,Massachusetts
22/08/2024,Helado,1456.5,971,California
21/12/2024,Mantequilla sin sal,3578.4,852,Texas
30/11/2024,Yogur natural,695.0,695,Florida
07/05/2024,Queso azul gorgonzola,2070.0,345,Texas
29/10/2024,Dulce de leche,501.0,167,Texas
31/01/2024,Mantequilla con sal,116.0,29,Nueva York
04/08/2024,Leche semidescremada,141.6,118,Nueva York
01/07/2024,Cuajada,1837.0,835,Massachusetts
23/07/2024,Queso crema,1279.6,457,Nueva York
16/08/2024,Queso blanco,1835.0,367,Massachusetts
25/08/2024,Leche evaporada,2028.6,882,California
03/02/2024,Crema batida,3600.0,960,Texas
02/08/2024,Queso crema,2270.8,811,Nueva York
12/05/2024,Dulce de leche,807.0,269,Florida
31/08/2024,Queso cheddar añejo,2590.0,518,Texas
07/06/2024,Mantequilla clarificada (ghee),304.75,53,Texas
22/03/2024,Dulce de leche,765.0,255,Florida
09/12/2024,Helado,1398.0,932,Nueva York
30/03/2024,Queso crema,352.8,126,Texas
02/06/2024,Mantequilla sin sal,3389.4,807,Florida
21/10/2024,Mantequilla clarificada (ghee),5198.0,904,California
22/07/2024,Crema batida,3693.75,985,Florida
19/07/2024,Queso azul roquefort,2562.5,410,Nueva York
21/06/2024,Queso azul gorgonzola,2670.0,445,Texas
28/09/2024,Dulce de leche,1305.0,435,Massachusetts
28/05/2024,Leche deslactosada,430.3,331,California
20/06/2024,Queso mozzarella,3483.75,929,California
13/06/2024,Yogur griego,1300.5,867,California
29/03/2024,Crema agria,965.0,386,Massachusetts
15/05/2024,Queso en lonchas,1257.8,331,Massachusetts
22/10/2024,Mantequilla con sal,884.0,221,Florida
21/04/2024,Queso gruyere,3767.5,685,Massachusetts
15/08/2024,Kumis,515.0,206,Florida
24/02/2024,Suero de leche,1952.0,976,California
28/08/2024,Queso para untar,2976.0,930,California
14/07/2024,Queso mozzarella,558.75,149,California
12/10/2024,Queso blanco,2015.0,403,California
06/08/2024,Yogur griego,352.5,235,Texas
16/10/2024,Queso parmesano,2236.8,466,Texas
23/09/2024,Cuajada,413.6,188,Florida
01/07/2024,Leche descremada,598.65,921,California
29/12/2024,Yogur griego,951.0,634,Texas
17/01/2024,Queso camembert,5748.0,958,Nueva York
06/03/2024,Leche saborizada,735.0,735,Nueva York
21/09/2024,Cuajada,2142.8,974,Massachusetts
22/03/2024,Crema batida,1777.5,474,Nueva York
27/11/2024,Dulce de leche,345.0,115,Massachusetts
12/12/2024,Yogur natural,966.0,276,California
09/04/2024,Crema batida,2737.5,730,California
19/09/2024,Yogur natural,3087.0,882,California
31/01/2024,Queso havarti,4415.25,841,California
31/08/2024,Mantequilla con sal,2824.0,706,Massachusetts
06/06/2024,Yogur griego,1030.5,687,Nueva York
27/02/2024,Yogur natural,1001.0,286,Texas
28/02/2024,Leche condensada,1755.0,702,Massachusetts
31/03/2024,Mantequilla clarificada (ghee),3996.25,695,California
15/04/2024,Leche descremada,547.4,476,Nueva York
28/02/2024,Yogur natural,94.5,27,Nueva York
07/09/2024,Leche condensada,32.5,13,California
23/12/2024,Crema agria,280.0,112,Florida
08/12/2024,Queso ricota,1416.0,354,California
01/04/2024,Helado,3791.0,892,California
01/06/2024,Queso crema,501.2,179,Massachusetts
01/02/2024,Yogur con frutas,936.0,780,Florida
15/04/2024,Queso parmesano,3513.6,732,Florida
07/03/2024,Leche condensada,495.0,198,California
21/02/2024,Kumis,2412.5,965,Texas
28/12/2024,Mantequilla sin sal,1171.8,279,Massachusetts
28/09/2024,Queso azul gorgonzola,960.0,160,Texas
16/08/2024,Helado,1547.0,364,Florida
09/08/2024,Bebidas lácteas,916.8,764,Nueva York
29/09/2024,Queso crema,963.2,344,Texas
30/11/2024,Mantequilla clarificada (ghee),2202.25,383,Massachusetts
06/03/2024,Crema agria,432.5,173,Texas
07/05/2024,Yogur griego,1207.5,805,California
01/07/2024,Kumis,1017.5,407,Nueva York
14/09/2024,Crema agria,1830.0,732,Texas
20/05/2024,Mantequilla sin sal,2188.2,521,California
01/06/2024,Cuajada,1958.0,890,Florida
08/06/2024,Leche en polvo,4812.5,875,Florida
10/09/2024,Crema agria,1070.0,428,Massachusetts
04/08/2024,Queso crema,999.6,357,Massachusetts
06/03/2024,Crema agria,397.5,159,Texas
27/04/2024,Queso mozzarella,2141.25,571,Massachusetts
07/10/2024,Queso crema,1106.0,395,California
06/09/2024,Helado,1449.0,966,Massachusetts
01/08/2024,Leche saborizada,1255.5,837,California
29/04/2024,Yogur natural,181.0,181,Nueva York
18/10/2024,Leche entera,372.75,497,California
22/05/2024,Leche deslactosada,513.5,395,California
16/09/2024,Crema agria,440.0,176,Florida
04/04/2024,Leche evaporada,2274.7,989,California
09/04/2024,Crema de leche,449.25,75,Massachusetts
27/10/2024,Mantequilla con sal,784.0,196,Florida
23/07/2024,Dulce de leche,168.0,56,California
29/09/2024,Leche en polvo,147.0,49,Florida
03/03/2024,Leche semidescremada,659.4,942,Texas
02/05/2024,Kumis,625.0,250,Florida
31/05/2024,Helado,3281.0,772,Nueva York
10/02/2024,Dulce de leche,2415.0,805,Nueva York
03/05/2024,Leche condensada,145.0,58,Massachusetts
15/04/2024,Crema agria,1120.0,448,Massachusetts
27/06/2024,Suero de leche,1144.0,572,Nueva York
01/06/2024,Queso en lonchas,3180.6,837,Texas
29/10/2024,Bebidas lácteas,1736.0,868,California
17/04/2024,Crema agria,807.5,323,Nueva York
17/09/2024,Crema de leche,1976.7,330,Florida
30/11/2024,Queso havarti,4399.5,838,Florida
21/03/2024,Dulce de leche,1539.0,513,Florida
01/03/2024,Kumis,152.5,61,California
30/07/2024,Mantequilla sin sal,2860.2,681,Florida
10/08/2024,Suero de leche,1368.0,684,California
17/11/2024,Queso crema,1377.6,492,Texas
21/01/2024,Dulce de leche,1779.0,593,Nueva York
23/11/2024,Mantequilla sin sal,3145.8,749,Florida
14/01/2024,Kumis,1937.5,775,Massachusetts
23/07/2024,Queso azul roquefort,2018.75,323,Nueva York
19/12/2024,Dulce de leche,2493.0,831,Massachusetts
26/10/2024,Queso cheddar añejo,2265.0,453,Florida
02/10/2024,Yogur con frutas,583.2,486,Texas
08/05/2024,Queso azul gorgonzola,3600.0,600,Massachusetts
22/07/2024,Crema de leche,2473.87,413,Nueva York
30/04/2024,Mantequilla con sal,916.0,229,California
13/01/2024,Helado,1261.5,841,Florida
19/07/2024,Crema agria,2252.5,901,Texas
13/04/2024,Yogur griego,1090.5,727,California
13/07/2024,Crema de leche,3324.45,555,California
24/08/2024,Mantequilla sin sal,1957.2,466,Massachusetts
06/05/2024,Mantequilla sin sal,3452.4,822,Nueva York
08/04/2024,Yogur natural,938.0,938,Nueva York
31/07/2024,Dulce de leche,1431.0,477,California
24/02/2024,Crema batida,48.75,13,Florida
06/01/2024,Crema de leche,2342.09,391,Florida
23/07/2024,Suero de leche,728.0,364,Nueva York
14/05/2024,Yogur griego,1458.0,972,California
11/01/2024,Dulce de leche,378.0,126,Texas
14/08/2024,Yogur con frutas,930.0,775,California
19/10/2024,Cuajada,1258.4,572,Florida
12/03/2024,Leche saborizada,486.0,486,Massachusetts
15/06/2024,Queso gruyere,4444.0,808,Nueva York
17/08/2024,Mantequilla clarificada (ghee),1075.25,187,Florida
26/03/2024,Mantequilla con sal,3616.0,904,Florida
30/11/2024,Queso crema,540.4,193,Florida
06/09/2024,Yogur natural,19.0,19,Massachusetts
06/09/2024,Cuajada,611.6,278,Florida
22/01/2024,Queso en lonchas,1394.6,367,California
13/02/2024,Queso ricota,496.0,124,Florida
11/02/2024,Leche deslactosada,967.2,744,Massachusetts
03/07/2024,Crema agria,240.0,96,Nueva York
22/06/2024,Helado,396.0,264,California
12/05/2024,Bebidas lácteas,385.2,321,Florida
14/02/2024,Leche condensada,937.5,375,Florida
09/02/2024,Queso azul roquefort,1343.75,215,California
17/08/2024,Queso crema,896.0,320,Massachusetts
15/10/2024,Mantequilla sin sal,1167.6,278,California
22/05/2024,Crema agria,907.5,363,Texas
13/02/2024,Queso edam,4469.75,941,Texas
04/07/2024,Mantequilla sin sal,3276.0,780,Nueva York
04/08/2024,Mantequilla clarificada (ghee),3122.25,543,Massachusetts
07/10/2024,Leche saborizada,908.0,908,Texas
06/12/2024,Yogur natural,516.0,516,Nueva York
13/08/2024,Queso gouda,2988.0,664,Nueva York
11/03/2024,Yogur griego,1267.5,845,Florida
31/01/2024,Queso crema,966.0,345,Massachusetts
14/04/2024,Helado,616.5,411,Texas
25/07/2024,Mantequilla con sal,2712.0,678,Nueva York
13/04/2024,Queso gruyere,1666.5,303,Nueva York
16/05/2024,Yogur natural,575.0,575,Florida
08/04/2024,Cuajada,508.2,231,California
21/03/2024,Queso blanco,4355.0,871,Texas
27/01/2024,Leche condensada,57.5,23,Massachusetts
16/01/2024,Leche saborizada,380.0,380,Massachusetts
15/10/2024,Queso blanco,695.0,139,California
23/09/2024,Helado,365.5,86,California
31/10/2024,Cuajada,552.2,251,Florida
20/05/2024,Dulce de leche,2322.0,774,Nueva York
26/05/2024,Kumis,137.5,55,Texas
06/07/2024,Leche descremada,727.95,633,Florida
07/07/2024,Helado,136.5,91,California
25/06/2024,Queso gouda,3357.0,746,Nueva York
25/05/2024,Leche semidescremada,543.9,777,Florida
17/04/2024,Leche deslactosada,528.7,622,California
30/12/2024,Mantequilla con sal,456.0,114,Texas
03/12/2024,Leche deslactosada,549.95,647,Massachusetts
15/03/2024,Leche en polvo,3041.5,553,Florida
27/03/2024,Dulce de leche,207.0,69,Florida
12/07/2024,Queso crema,2018.8,721,California
14/09/2024,Leche entera,3139.5,897,Massachusetts
15/03/2024,Leche evaporada,473.8,206,Nueva York
23/07/2024,Mantequilla con sal,876.0,219,Texas
04/12/2024,Suero de leche,486.0,243,Texas
14/07/2024,Leche deslactosada,20.4,24,California
27/10/2024,Leche entera,44.25,59,Nueva York
17/09/2024,Kumis,925.0,370,California
29/07/2024,Yogur natural,410.0,410,Texas
29/08/2024,Leche descremada,109.85,169,California
21/08/2024,Mantequilla clarificada (ghee),5192.25,903,Florida
08/09/2024,Leche saborizada,900.0,600,Massachusetts
08/06/2024,Queso en lonchas,3097.0,815,Massachusetts
18/07/2024,Suero de leche,438.0,219,Florida
02/04/2024,Yogur natural,546.0,156,California
20/05/2024,Mantequilla sin sal,3124.8,744,Texas
23/10/2024,Crema de leche,4139.09,691,California
24/01/2024,Queso mozzarella,1833.75,489,Texas
02/01/2024,Cuajada,1012.0,460,Nueva York
10/01/2024,Yogur griego,1246.5,831,Nueva York
08/09/2024,Queso camembert,1170.0,195,Texas
15/12/2024,Cuajada,1295.8,589,Nueva York
05/11/2024,Queso azul roquefort,4075.0,652,Nueva York
13/04/2024,Helado,769.5,513,Florida
10/12/2024,Helado,629.0,148,Florida
17/12/2024,Kumis,570.0,228,California
30/04/2024,Mantequilla clarificada (ghee),3116.5,542,Florida
22/10/2024,Crema de leche,1000.33,167,California
10/02/2024,Crema batida,423.75,113,California
17/09/2024,Mantequilla con sal,252.0,63,California
26/09/2024,Queso crema,2489.2,889,Texas
01/08/2024,Queso crema,72.8,26,Massachusetts
08/05/2024,Leche evaporada,1430.6,622,Florida
30/03/2024,Mantequilla clarificada (ghee),5123.25,891,Florida
22/10/2024,Crema agria,560.0,224,Texas
13/11/2024,Mantequilla con sal,2076.0,519,Florida
22/06/2024,Kumis,507.5,203,Texas
27/10/2024,Suero de leche,432.0,216,California
06/05/2024,Crema agria,1950.0,780,Massachusetts
08/03/2024,Mantequilla sin sal,2188.2,521,Nueva York
04/02/2024,Crema de leche,4019.29,671,Nueva York
02/11/2024,Leche entera,913.75,731,California
16/09/2024,Mantequilla clarificada (ghee),1943.5,338,Texas
16/08/2024,Leche evaporada,1722.7,749,Florida
30/08/2024,Yogur natural,552.0,552,Nueva York
15/02/2024,Leche en polvo,2292.0,764,Nueva York
20/04/2024,Queso cheddar añejo,1260.0,252,Massachusetts
29/07/2024,Mantequilla con sal,2516.0,629,Texas
14/10/2024,Queso azul gorgonzola,5190.0,865,Nueva York
20/04/2024,Helado,627.0,418,Nueva York
03/01/2024,Yogur natural,178.0,178,Texas
04/06/2024,Queso havarti,525.0,100,Texas
25/05/2024,Leche condensada,640.0,256,Florida
12/06/2024,Mantequilla clarificada (ghee),3346.5,582,Massachusetts
25/05/2024,Mantequilla sin sal,2969.4,707,Texas
19/05/2024,Kumis,275.0,110,California
19/10/2024,Crema agria,1930.0,772,Massachusetts
23/11/2024,Leche condensada,1425.0,570,California
17/03/2024,Queso brie,2952.0,492,Florida
27/05/2024,Yogur con frutas,117.6,98,Texas
27/10/2024,Queso camembert,2334.0,389,Texas
31/10/2024,Suero de leche,1310.0,655,Massachusetts
28/06/2024,Kumis,265.0,106,Florida
05/05/2024,Queso azul gorgonzola,1656.0,276,Florida
02/11/2024,Leche descremada,785.45,683,Texas
21/08/2024,Suero de leche,596.0,298,Nueva York
18/04/2024,Mantequilla clarificada (ghee),799.25,139,Florida
06/07/2024,Queso azul gorgonzola,1344.0,224,Texas
24/04/2024,Leche semidescremada,267.6,223,Massachusetts
04/07/2024,Mantequilla con sal,2808.0,702,California
19/03/2024,Cuajada,1559.8,709,Massachusetts
30/05/2024,Helado,3217.25,757,Nueva York
19/12/2024,Leche entera,406.5,542,California
22/10/2024,Cuajada,149.6,68,Massachusetts
06/05/2024,Queso crema,1374.8,491,Massachusetts
17/05/2024,Yogur natural,962.0,962,Nueva York
06/08/2024,Crema batida,2981.25,795,Florida
10/02/2024,Leche descremada,88.55,77,Massachusetts
03/02/2024,Queso ricota,2812.0,703,Massachusetts
11/10/2024,Suero de leche,978.0,489,Texas
22/05/2024,Dulce de leche,1689.0,563,Massachusetts
25/06/2024,Queso en lonchas,1474.4,388,California
17/06/2024,Cuajada,811.8,369,Nueva York
25/05/2024,Kumis,2210.0,884,Texas
08/09/2024,Queso crema,1778.0,635,California
20/01/2024,Queso mozzarella,487.5,130,Massachusetts
10/08/2024,Leche entera,737.25,983,California
27/11/2024,Dulce de leche,2334.0,778,Texas
19/06/2024,Queso azul roquefort,3818.75,611,Texas
11/05/2024,Mantequilla clarificada (ghee),4525.25,787,Nueva York
02/05/2024,Queso crema,2142.0,765,Massachusetts
16/12/2024,Leche saborizada,268.5,179,Texas
27/05/2024,Suero de leche,1786.0,893,Massachusetts
15/01/2024,Leche saborizada,256.0,256,Florida
10/02/2024,Mantequilla clarificada (ghee),3950.25,687,Nueva York
04/09/2024,Helado,786.0,524,California
23/10/2024,Crema de leche,3438.26,574,Nueva York
26/04/2024,Queso gouda,3307.5,735,Texas
18/11/2024,Crema batida,1680.0,448,California
28/11/2024,Leche semidescremada,40.8,34,Texas
24/11/2024,Suero de leche,1234.0,617,Massachusetts
03/11/2024,Queso ricota,2564.0,641,Texas
02/07/2024,Kumis,1392.5,557,Nueva York
14/12/2024,Mantequilla sin sal,3410.4,812,Massachusetts
09/05/2024,Queso ricota,3676.0,919,Nueva York
27/08/2024,Leche en polvo,528.0,96,Florida
12/02/2024,Queso gouda,3352.5,745,Texas
07/02/2024,Queso crema,898.8,321,Nueva York
15/11/2024,Yogur griego,292.5,195,Massachusetts
28/09/2024,Helado,3519.0,828,Nueva York
13/12/2024,Crema batida,2711.25,723,Massachusetts
22/06/2024,Crema agria,2485.0,994,Massachusetts
22/11/2024,Helado,191.25,45,Massachusetts
22/04/2024,Leche saborizada,370.0,370,Texas
08/02/2024,Dulce de leche,756.0,252,Texas
01/12/2024,Crema agria,1920.0,768,Texas
31/01/2024,Kumis,127.5,51,Texas
24/08/2024,Mantequilla sin sal,4111.8,979,Texas
22/11/2024,Yogur griego,499.5,333,California
24/06/2024,Leche condensada,1815.0,726,Massachusetts
24/01/2024,Dulce de leche,1539.0,513,Massachusetts
15/09/2024,Mantequilla clarificada (ghee),4002.0,696,California
24/04/2024,Crema agria,1972.5,789,Florida
23/11/2024,Queso brie,4092.0,682,Nueva York
15/12/2024,Suero de leche,250.0,125,Nueva York
27/03/2024,Leche saborizada,567.0,378,Texas
20/05/2024,Yogur natural,981.0,981,Florida
27/04/2024,Mantequilla con sal,328.0,82,Massachusetts
21/01/2024,Yogur natural,362.0,362,California
24/07/2024,Queso ricota,468.0,117,Nueva York
29/09/2024,Suero de leche,728.0,364,Texas
05/01/2024,Queso azul roquefort,3718.75,595,Florida
01/06/2024,Mantequilla con sal,1332.0,333,Nueva York
08/08/2024,Dulce de leche,1959.0,653,Massachusetts
17/01/2024,Crema batida,3607.5,962,Nueva York
31/01/2024,Queso ricota,160.0,40,California
14/09/2024,Suero de leche,1514.0,757,California
14/10/2024,Queso gouda,630.0,140,California
02/11/2024,Mantequilla con sal,1476.0,369,Nueva York
04/05/2024,Mantequilla sin sal,3129.0,745,Florida
06/03/2024,Leche descremada,274.85,239,Florida
12/09/2024,Crema batida,1125.0,300,Texas
02/02/2024,Queso cheddar añejo,3460.0,692,California
18/01/2024,Crema batida,2467.5,658,Florida
11/01/2024,Leche deslactosada,215.9,254,Nueva York
08/02/2024,Yogur griego,1392.0,928,Texas
28/01/2024,Mantequilla sin sal,2549.4,607,Texas
04/11/2024,Dulce de leche,1332.0,444,Florida
22/02/2024,Mantequilla clarificada (ghee),4122.75,717,Texas
13/01/2024,Crema batida,1342.5,358,Florida
12/05/2024,Crema agria,2042.5,817,Nueva York
25/10/2024,Queso en lonchas,1352.8,356,Texas
14/11/2024,Queso gruyere,1589.5,289,Texas
03/09/2024,Cuajada,607.2,276,Florida
27/03/2024,Queso crema,1831.2,654,California
21/07/2024,Queso mozzarella,645.0,172,California
27/11/2024,Queso azul roquefort,5881.25,941,Massachusetts
23/01/2024,Yogur griego,991.5,661,Florida
21/02/2024,Dulce de leche,2151.0,717,Nueva York
11/09/2024,Yogur con frutas,1004.4,837,Florida
29/03/2024,Mantequilla con sal,2936.0,734,Texas
28/09/2024,Cuajada,706.2,321,Massachusetts
21/02/2024,Mantequilla sin sal,1944.6,463,California
13/10/2024,Mantequilla clarificada (ghee),3323.5,578,California
16/09/2024,Mantequilla con sal,528.0,132,Nueva York
11/08/2024,Queso parmesano,4238.4,883,California
23/09/2024,Crema agria,1017.5,407,California
08/11/2024,Leche deslactosada,189.8,146,Nueva York
11/09/2024,Kumis,1547.5,619,Nueva York
04/03/2024,Crema batida,3487.5,930,California
06/09/2024,Leche entera,465.0,372,California
17/03/2024,Queso parmesano,2976.0,620,Texas
